        Time / ps                E-Field (Y; 0 0 1000) [1]/real
               4.0442287                               0
               4.0487524                               0
               4.0532762                               0
               4.0577999                               0
               4.0623237                               0
               4.0668474                               0
               4.0713712                               0
               4.0758949                               0
               4.0804186                               0
               4.0849424                               0
               4.0894661                               0
               4.0939899                               0
               4.0985136                               0
               4.1030374                               0
               4.1075611                               0
               4.1120849                               0
               4.1166086                               0
               4.1211324                               0
               4.1256561                               0
               4.1301799                               0
               4.1347036                               0
               4.1392273                               0
               4.1437511                               0
               4.1482748                               0
               4.1527986                               0
               4.1573223                               0
               4.1618461                               0
               4.1663698                               0
               4.1708936                               0
               4.1754173                               0
               4.1799411                               0
               4.1844648                               0
               4.1889885                               0
               4.1935123                               0
                4.198036                               0
               4.2025598                               0
               4.2070835                               0
               4.2116073                               0
                4.216131                               0
               4.2206548                               0
               4.2251785                               0
               4.2297023                               0
                4.234226                               0
               4.2387497                               0
               4.2432735                               0
               4.2477972                               0
                4.252321                               0
               4.2568447                               0
               4.2613685                               0
               4.2658922                               0
                4.270416                               0
               4.2749397                               0
               4.2794635                               0
               4.2839872                               0
                4.288511                               0
               4.2930347                               0
               4.2975584                               0
               4.3020822                               0
               4.3066059                               0
               4.3111297                               0
               4.3156534                               0
               4.3201772                               0
               4.3247009                               0
               4.3292247                               0
               4.3337484                               0
               4.3382722                               0
               4.3427959                               0
               4.3473196                               0
               4.3518434                               0
               4.3563671                               0
               4.3608909                               0
               4.3654146                               0
               4.3699384                               0
               4.3744621                               0
               4.3789859                               0
               4.3835096                               0
               4.3880334                               0
               4.3925571                               0
               4.3970808                               0
               4.4016046                               0
               4.4061283                               0
               4.4106521                               0
               4.4151758                               0
               4.4196996                               0
               4.4242233                               0
               4.4287471                               0
               4.4332708                               0
               4.4377946                               0
               4.4423183                               0
               4.4468421                               0
               4.4513658                               0
               4.4558895                               0
               4.4604133                               0
                4.464937                               0
               4.4694608                               0
               4.4739845                               0
               4.4785083                               0
                4.483032                               0
               4.4875558                               0
               4.4920795                               0
               4.4966033                               0
                4.501127                               0
               4.5056507                               0
               4.5101745                               0
               4.5146982                               0
                4.519222                               0
               4.5237457                               0
               4.5282695                               0
               4.5327932                               0
                4.537317                               0
               4.5418407                               0
               4.5463645                               0
               4.5508882                               0
                4.555412                               0
               4.5599357                               0
               4.5644594                               0
               4.5689832                               0
               4.5735069                               0
               4.5780307                               0
               4.5825544                               0
               4.5870782                               0
               4.5916019                               0
               4.5961257                               0
               4.6006494                               0
               4.6051732                               0
               4.6096969                               0
               4.6142206                               0
               4.6187444                               0
               4.6232681                               0
               4.6277919                               0
               4.6323156                               0
               4.6368394                               0
               4.6413631                               0
               4.6458869                               0
               4.6504106                               0
               4.6549344                               0
               4.6594581                               0
               4.6639818                               0
               4.6685056                               0
               4.6730293                               0
               4.6775531                               0
               4.6820768                               0
               4.6866006                               0
               4.6911243                               0
               4.6956481                               0
               4.7001718                               0
               4.7046956                               0
               4.7092193                               0
               4.7137431                               0
               4.7182668                               0
               4.7227905                               0
               4.7273143                               0
                4.731838                               0
               4.7363618                               0
               4.7408855                               0
               4.7454093                               0
                4.749933                               0
               4.7544568                               0
               4.7589805                               0
               4.7635043                               0
                4.768028                               0
               4.7725517                               0
               4.7770755                               0
               4.7815992                               0
                4.786123                               0
               4.7906467                               0
               4.7951705                               0
               4.7996942                               0
                4.804218                               0
               4.8087417                               0
               4.8132655                               0
               4.8177892                               0
               4.8223129                               0
               4.8268367                               0
               4.8313604                               0
               4.8358842                               0
               4.8404079                               0
               4.8449317                               0
               4.8494554                               0
               4.8539792                               0
               4.8585029                               0
               4.8630267                               0
               4.8675504                               0
               4.8720742                               0
               4.8765979                               0
               4.8811216                               0
               4.8856454                               0
               4.8901691                               0
               4.8946929                               0
               4.8992166                               0
               4.9037404                               0
               4.9082641                               0
               4.9127879                               0
               4.9173116                               0
               4.9218354                               0
               4.9263591                               0
               4.9308828                               0
               4.9354066                               0
               4.9399303                               0
               4.9444541                               0
               4.9489778                               0
               4.9535016                               0
               4.9580253                               0
               4.9625491                               0
               4.9670728                               0
               4.9715966                               0
               4.9761203                               0
                4.980644                               0
               4.9851678                               0
               4.9896915                               0
               4.9942153                               0
                4.998739                               0
               5.0032628                               0
               5.0077865                               0
               5.0123103                               0
                5.016834                               0
               5.0213578                               0
               5.0258815                               0
               5.0304053                               0
                5.034929                               0
               5.0394527                               0
               5.0439765                               0
               5.0485002                               0
                5.053024                               0
               5.0575477                               0
               5.0620715                               0
               5.0665952                               0
                5.071119                               0
               5.0756427                               0
               5.0801665                               0
               5.0846902                               0
               5.0892139                               0
               5.0937377                               0
               5.0982614                               0
               5.1027852                               0
               5.1073089                               0
               5.1118327                               0
               5.1163564                               0
               5.1208802                               0
               5.1254039                               0
               5.1299277                               0
               5.1344514                               0
               5.1389751                               0
               5.1434989                               0
               5.1480226                               0
               5.1525464                               0
               5.1570701                               0
               5.1615939                               0
               5.1661176                               0
               5.1706414                               0
               5.1751651                               0
               5.1796889                               0
               5.1842126                               0
               5.1887364                               0
               5.1932601                               0
               5.1977838                               0
               5.2023076                               0
               5.2068313                               0
               5.2113551                               0
               5.2158788                               0
               5.2204026                               0
               5.2249263                               0
               5.2294501                               0
               5.2339738                               0
               5.2384976                               0
               5.2430213                               0
                5.247545                               0
               5.2520688                               0
               5.2565925                               0
               5.2611163                               0
                 5.26564                               0
               5.2701638                               0
               5.2746875                               0
               5.2792113                               0
                5.283735                               0
               5.2882588                               0
               5.2927825                               0
               5.2973063                               0
                 5.30183                               0
               5.3063537                               0
               5.3108775                               0
               5.3154012                               0
                5.319925                               0
               5.3244487                               0
               5.3289725                               0
               5.3334962                               0
                 5.33802                               0
               5.3425437                               0
               5.3470675                               0
               5.3515912                               0
               5.3561149                               0
               5.3606387                               0
               5.3651624                               0
               5.3696862                               0
               5.3742099                               0
               5.3787337                               0
               5.3832574                               0
               5.3877812                               0
               5.3923049                               0
               5.3968287                               0
               5.4013524                               0
               5.4058761                               0
               5.4103999                               0
               5.4149236                               0
               5.4194474                               0
               5.4239711                               0
               5.4284949                               0
               5.4330186                               0
               5.4375424                               0
               5.4420661                               0
               5.4465899                               0
               5.4511136                               0
               5.4556374                               0
               5.4601611                               0
               5.4646848                               0
