        Frequency / THz                Eps''/real
                1.356006                      0.66279584
               1.3581982                      0.66172606
               1.3603904                      0.66065973
               1.3625826                      0.65959686
               1.3647748                      0.65853739
                1.366967                      0.65748125
               1.3691591                      0.65642858
               1.3713514                      0.65537924
               1.3735435                      0.65433323
               1.3757358                      0.65329057
               1.3779279                      0.65225124
               1.3801202                       0.6512152
               1.3823123                      0.65018243
               1.3845046                      0.64915293
               1.3866967                      0.64812672
               1.3888888                      0.64710373
               1.3910811                      0.64608395
               1.3932732                      0.64506739
               1.3954655                      0.64405406
               1.3976576                      0.64304388
               1.3998499                      0.64203686
                1.402042                      0.64103299
               1.4042343                      0.64003223
               1.4064264                      0.63903463
               1.4086186                      0.63804013
               1.4108108                      0.63704866
                1.413003                      0.63606036
               1.4151952                      0.63507509
               1.4173874                      0.63409281
               1.4195796                      0.63311362
               1.4217718                      0.63213742
               1.4227743                      0.63169205
               1.4239639                      0.63116425
               1.4261562                      0.63019407
               1.4283483                      0.62922686
               1.4305406                      0.62826264
               1.4327327                      0.62730134
                1.434925                      0.62634301
               1.4371171                      0.62538755
               1.4393094                      0.62443507
               1.4415015                      0.62348545
               1.4436936                      0.62253869
               1.4458859                      0.62159485
                1.448078                      0.62065381
               1.4502703                      0.61971563
               1.4524624                      0.61878031
               1.4546547                       0.6178478
               1.4568468                      0.61691809
               1.4590391                      0.61599118
               1.4612312                      0.61506706
               1.4634234                       0.6141457
               1.4656156                      0.61322707
               1.4678078                      0.61231118
                    1.47                       0.6113981
               1.4721922                      0.61048764
               1.4743844                      0.60957998
               1.4765766                      0.60867494
               1.4787688                      0.60777265
                1.480961                      0.60687298
               1.4831531                      0.60597599
               1.4853454                      0.60508162
               1.4875375                      0.60418993
               1.4897298                      0.60330081
               1.4919219                      0.60241437
               1.4941142                      0.60153049
               1.4963063                      0.60064918
               1.4984984                      0.59977049
               1.5006907                      0.59889436
               1.5024389                      0.59819746
               1.5028828                      0.59802079
               1.5050751                      0.59714973
               1.5072672                      0.59628123
               1.5094595                      0.59541523
               1.5116516                       0.5945518
               1.5138439                      0.59369081
                1.516036                      0.59283233
               1.5182282                      0.59197634
               1.5204204                      0.59112281
               1.5226126                      0.59027171
               1.5248048                      0.58942312
                1.526997                      0.58857691
               1.5291892                      0.58773315
               1.5313814                      0.58689183
               1.5335736                      0.58605283
               1.5357658                      0.58521628
               1.5379579                      0.58438218
               1.5401502                      0.58355033
               1.5423423                      0.58272094
               1.5445346                      0.58189386
               1.5467267                      0.58106917
                1.548919                      0.58024675
               1.5511111                      0.57942671
               1.5533034                      0.57860893
               1.5554955                      0.57779348
               1.5576876                      0.57698035
               1.5598799                      0.57616949
                1.562072                      0.57536089
               1.5642643                      0.57455456
               1.5664564                       0.5737505
               1.5686487                      0.57294869
               1.5708408                       0.5721491
                1.573033                      0.57135177
               1.5752252                      0.57055664
               1.5774174                      0.56976372
               1.5796096                      0.56897295
               1.5818018                      0.56818444
                1.583994                      0.56739807
               1.5861862                      0.56661391
               1.5865643                      0.56647891
               1.5883784                       0.5658319
               1.5905706                      0.56505203
               1.5927627                      0.56427437
                1.594955                       0.5634988
               1.5971471                      0.56272537
               1.5993394                      0.56195402
               1.6015315                      0.56118482
               1.6037238                      0.56041771
               1.6059159                      0.55965269
               1.6081082                      0.55888975
               1.6103003                      0.55812895
               1.6124924                      0.55737013
               1.6146847                      0.55661345
               1.6168768                      0.55585879
               1.6190691                      0.55510616
               1.6212612                      0.55435556
               1.6234535                      0.55360699
               1.6256456                      0.55286044
               1.6278379                      0.55211592
                 1.63003                      0.55137336
               1.6322222                      0.55063283
               1.6344144                      0.54989433
               1.6366066                      0.54915774
               1.6387988                      0.54842311
                1.640991                      0.54769051
               1.6431832                      0.54695982
               1.6453754                      0.54623109
               1.6475675                      0.54550427
               1.6497598                      0.54477942
               1.6519519                      0.54405648
               1.6541442                      0.54333544
               1.6563363                      0.54261637
               1.6585286                      0.54189914
               1.6607207                      0.54118383
                1.662913                      0.54047036
               1.6651051                       0.5397588
               1.6672972                      0.53904915
               1.6694895                      0.53834134
               1.6716816                      0.53763539
               1.6738739                      0.53693122
                  1.6754                      0.53644216
                1.676066                      0.53622895
               1.6782583                      0.53552854
               1.6804504                      0.53482991
               1.6826427                      0.53413314
               1.6848348                      0.53343815
                1.687027                        0.532745
               1.6892192                      0.53205359
               1.6914114                      0.53136402
               1.6936036                      0.53067625
               1.6957958                       0.5299902
                1.697988                      0.52930599
               1.7001802                      0.52862346
               1.7023724                      0.52794278
               1.7045646                      0.52726382
               1.7067567                      0.52658659
                1.708949                      0.52591109
               1.7111411                      0.52523732
               1.7133334                      0.52456528
               1.7155255                      0.52389497
               1.7177178                      0.52322638
               1.7199099                      0.52255946
                1.722102                      0.52189428
               1.7242943                      0.52123076
               1.7264864                      0.52056891
               1.7286787                      0.51990873
               1.7308708                      0.51925027
               1.7330631                      0.51859349
               1.7352552                      0.51793832
               1.7374475                      0.51728481
               1.7396396                      0.51663297
               1.7418318                      0.51598275
                1.744024                      0.51533419
               1.7462162                      0.51468724
               1.7484084                       0.5140419
               1.7506006                      0.51339817
               1.7527928                      0.51275611
                1.754985                       0.5121156
               1.7571772                       0.5114767
               1.7593694                       0.5108394
               1.7615615                      0.51020366
               1.7637538                      0.50956953
               1.7659459                      0.50893694
               1.7681382                      0.50830597
               1.7692099                      0.50799805
               1.7703303                      0.50767654
               1.7725226                      0.50704867
               1.7747147                      0.50642234
               1.7769068                      0.50579756
               1.7790991                      0.50517434
               1.7812912                       0.5045526
               1.7834835                      0.50393242
               1.7856756                      0.50331378
               1.7878679                      0.50269663
                 1.79006                      0.50208104
               1.7922523                      0.50146687
               1.7944444                      0.50085425
               1.7966366                      0.50024313
               1.7988288                      0.49963352
                1.801021                      0.49902537
               1.8032132                      0.49841869
               1.8054054                      0.49781349
               1.8075976                      0.49720976
               1.8097898                      0.49660751
                1.811982                       0.4960067
               1.8141742                      0.49540731
               1.8163663                      0.49480942
               1.8185586                      0.49421296
               1.8207507                      0.49361792
                1.822943                      0.49302432
               1.8251351                      0.49243212
               1.8273274                      0.49184138
               1.8295195                      0.49125203
               1.8317118                      0.49066409
               1.8339039                      0.49007758
                1.836096                      0.48949245
               1.8382883                      0.48890871
               1.8404804                      0.48832637
               1.8426727                      0.48774543
               1.8448648                      0.48716587
               1.8470571                      0.48658767
               1.8492492                      0.48601085
               1.8514414                      0.48543537
               1.8536336                      0.48486128
               1.8558258                      0.48428854
                1.858018                      0.48371714
               1.8602102                      0.48314711
               1.8624024                       0.4825784
               1.8645946                      0.48201105
               1.8667868                      0.48144501
               1.8682723                       0.4810622
                1.868979                      0.48088029
               1.8711711                      0.48031694
               1.8733634                      0.47975487
               1.8755555                       0.4791941
               1.8777478                      0.47863469
               1.8799399                      0.47807655
               1.8821322                      0.47751969
               1.8843243                      0.47696418
               1.8865166                      0.47640991
               1.8887087                      0.47585696
               1.8909009                      0.47530529
               1.8930931                      0.47475487
               1.8952852                      0.47420576
               1.8974775                      0.47365788
               1.8996696                       0.4731113
               1.9018619                      0.47256595
                1.904054                      0.47202188
               1.9062463                      0.47147906
               1.9084384                      0.47093746
               1.9106306                      0.47039714
               1.9128228                      0.46985805
                1.915015                      0.46932018
               1.9172072                      0.46878353
               1.9193994                      0.46824813
               1.9215916                      0.46771395
               1.9237838                      0.46718097
               1.9259759                       0.4666492
               1.9281682                      0.46611866
               1.9303603                      0.46558931
               1.9325526                      0.46506119
               1.9347447                      0.46453425
                1.936937                      0.46400848
               1.9391291                      0.46348393
               1.9413214                      0.46296054
               1.9435135                      0.46243834
               1.9457057                      0.46191734
               1.9478979                      0.46139747
               1.9500901                      0.46087879
               1.9522823                      0.46036127
               1.9544744                      0.45984492
               1.9566667                      0.45932972
               1.9588588                      0.45881569
               1.9610511                       0.4583028
               1.9632432                      0.45779106
               1.9654354                      0.45728043
               1.9676276                      0.45677096
               1.9698198                      0.45626265
                1.972012                      0.45575544
               1.9728816                      0.45555454
               1.9742042                      0.45524934
               1.9763964                       0.4547444
               1.9785886                      0.45424056
