        Time / ps                E-Field (X; 0 0 1400) [1]/real
               3.2470863                               0
               3.2516087                               0
               3.2561311                               0
               3.2606535                               0
                3.265176                               0
               3.2696984                               0
               3.2742208                               0
               3.2787432                               0
               3.2832656                               0
                3.287788                               0
               3.2923104                               0
               3.2968328                               0
               3.3013552                               0
               3.3058776                               0
                  3.3104                               0
               3.3149224                               0
               3.3194448                               0
               3.3239672                               0
               3.3284896                               0
                3.333012                               0
               3.3375344                               0
               3.3420568                               0
               3.3465792                               0
               3.3511016                               0
                3.355624                               0
               3.3601464                               0
               3.3646688                               0
               3.3691913                               0
               3.3737137                               0
               3.3782361                               0
               3.3827585                               0
               3.3872809                               0
               3.3918033                               0
               3.3963257                               0
               3.4008481                               0
               3.4053705                               0
               3.4098929                               0
               3.4144153                               0
               3.4189377                               0
               3.4234601                               0
               3.4279825                               0
               3.4325049                               0
               3.4370273                               0
               3.4415497                               0
               3.4460721                               0
               3.4505945                               0
               3.4551169                               0
               3.4596393                               0
               3.4641617                               0
               3.4686842                               0
               3.4732066                               0
                3.477729                               0
               3.4822514                               0
               3.4867738                               0
               3.4912962                               0
               3.4958186                               0
